pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
small,R,291,9-454,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,292,1572,C,The correct answer is A. airplane,A,A,The correct answer is A. airplane,A,False
small,R,293,8-373,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,294,9-772,A,The correct answer is A. water,A,A,The correct answer is A. water,A,False
small,R,295,1852,A,The correct answer is A. is nutritionally self sustaining,A,A,The correct answer is A. is nutritionally self sustaining,A,False
small,R,296,9-1090,D,The correct answer is A. food,A,A,The correct answer is A. food,A,False
small,R,297,7-769,C,The correct answer is C. loop endlessly.,C,C,The correct answer is C. loop endlessly.,C,False
small,R,298,9-478,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,299,448,A,The correct answer is A. richer,A,A,The correct answer is A. richer,A,False
small,R,300,7-417,B,The correct answer is A. in freezing cold.,A,A,The correct answer is A. in freezing cold.,A,False
small,R,301,7-108,D,The correct answer is D. combusted items.,D,D,The correct answer is D. combusted items.,D,False
small,R,302,1506,D,The correct answer is D. fewer clouds allow for more sunlight.,D,D,The correct answer is D. fewer clouds allow for more sunlight.,D,False
small,R,303,1712,A,The correct answer is A. a wick,A,A,The correct answer is A. a wick,A,False
small,R,304,8-312,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,305,9-776,A,The correct answer is A. iron saw,A,A,The correct answer is A. iron saw,A,False
small,R,306,8-279,C,The correct answer is D. all of these.,D,D,The correct answer is D. all of these.,D,False
small,R,307,9-621,B,The correct answer is A. frozen streams of water.,A,A,The correct answer is A. frozen streams of water.,A,False
small,R,308,1823,C,The correct answer is D. everyone's trash.,D,D,The correct answer is D. everyone's trash.,D,False
small,R,309,9-735,B,The correct answer is A. swimming in a lake.,A,A,The correct answer is A. swimming in a lake.,A,False
small,R,310,7-1170,B,The correct answer is A. using heat to produce motion.,A,A,The correct answer is A. using heat to produce motion.,A,False
small,R,311,1500,A,The correct answer is A. H2O,A,A,The correct answer is A. H2O,A,False
small,R,312,342,B,The correct answer is A. Organic corn,A,A,The correct answer is A. Organic corn,A,False
small,R,313,7-356,D,The correct answer is D. it shows direction.,D,D,The correct answer is D. it shows direction.,D,False
small,R,314,78,B,The correct answer is A. flowers,A,A,The correct answer is A. flowers,A,False
small,R,315,9-520,C,The correct answer is A. all of these.,A,A,The correct answer is A. all of these.,A,False
small,R,316,7-653,C,The correct answer is A. closing the sails quickly.,A,A,The correct answer is A. closing the sails quickly.,A,False
small,R,317,1112,B,The correct answer is A. chicken,A,A,The correct answer is A. chicken,A,False
small,R,318,9-152,B,The correct answer is B. quick.,B,B,The correct answer is B. quick.,B,False
small,R,319,9-552,B,The correct answer is A. prey,A,A,The correct answer is A. prey,A,False
small,R,320,7-262,A,The correct answer is C. the ocean.,C,C,The correct answer is C. the ocean.,C,False
small,R,321,7-683,D,The correct answer is A. it stays large.,A,A,The correct answer is A. it stays large.,A,False
small,R,322,276,B,The correct answer is A. light waves.,A,A,The correct answer is A. light waves.,A,False
small,R,323,7-855,C,The correct answer is D. more water.,D,D,The correct answer is D. more water.,D,False
small,R,324,664,D,The correct answer is A. a feeder at this house.,A,A,The correct answer is A. a feeder at this house.,A,False
small,R,325,9-883,C,The correct answer is C. sea life.,C,C,The correct answer is C. sea life.,C,False
small,R,326,9-550,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,327,8-493,D,The correct answer is C. in sand.,C,C,The correct answer is C. in sand.,C,False
small,R,328,9-257,C,The correct answer is C. blend in.,C,C,The correct answer is C. blend in.,C,False
small,R,329,1239,D,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,330,869,A,The correct answer is A. ramen,A,A,The correct answer is A. ramen,A,False
small,R,331,7-1105,A,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,332,597,D,The correct answer is A. a part of the nervous system.,A,A,The correct answer is A. a part of the nervous system.,A,False
small,R,333,385,D,The correct answer is A. an animal herded by sheep dogs.,A,A,The correct answer is A. an animal herded by sheep dogs.,A,False
small,R,334,1301,B,The correct answer is A. a snake.,A,A,The correct answer is A. a snake.,A,False
small,R,335,9-893,D,The correct answer is A. radiation.,A,A,The correct answer is A. radiation.,A,False
small,R,336,9-369,B,The correct answer is A. where you're going.,A,A,The correct answer is A. where you're going.,A,False
small,R,337,9-1026,A,The correct answer is A. weaken,A,A,The correct answer is A. weaken,A,False
small,R,338,7-424,B,The correct answer is A. a dinner jacket.,A,A,The correct answer is A. a dinner jacket.,A,False
small,R,339,9-259,A,The correct answer is A. B and D,A,A,The correct answer is A. B and D,A,False
small,R,340,9-783,C,The correct answer is A. floods,A,A,The correct answer is A. floods,A,False
small,R,341,1088,B,The correct answer is A. catching prey.,A,A,The correct answer is A. catching prey.,A,False
small,R,342,1387,C,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,343,7-1062,A,The correct answer is A. directing oxygen from lungs to other organs.,A,A,The correct answer is A. directing oxygen from lungs to other organs.,A,False
small,R,344,676,D,The correct answer is A. in the ocean.,A,A,The correct answer is A. in the ocean.,A,False
small,R,345,1998,B,The correct answer is A. poison,A,A,The correct answer is A. poison,A,False
small,R,346,1698,A,The correct answer is A. a simple alcohol.,A,A,The correct answer is A. a simple alcohol.,A,False
small,R,347,490,A,The correct answer is A. heat energy.,A,A,The correct answer is A. heat energy.,A,False
small,R,348,844,A,The correct answer is A. reproduction,A,A,The correct answer is A. reproduction,A,False
small,R,349,1795,C,The correct answer is A. hamburger,A,A,The correct answer is A. hamburger,A,False
small,R,350,1508,B,The correct answer is A. coal.,A,A,The correct answer is A. coal.,A,False
small,R,351,9-289,D,The correct answer is A. trees,A,A,The correct answer is A. trees,A,False
small,R,352,9-668,C,The correct answer is A. mate,A,A,The correct answer is A. mate,A,False
small,R,353,7-364,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,354,1271,B,The correct answer is A. June,A,A,The correct answer is A. June,A,False
small,R,355,9-1117,A,The correct answer is A. Scorpion,A,A,The correct answer is A. Scorpion,A,False
small,R,356,35,A,The correct answer is A. January,A,A,The correct answer is A. January,A,False
small,R,357,1660,B,The correct answer is A. decreases the distance it will travel.,A,A,The correct answer is A. decreases the distance it will travel.,A,False
small,R,358,7-710,B,The correct answer is A. come from old age.,A,A,The correct answer is A. come from old age.,A,False
small,R,359,8-52,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,360,9-1167,D,The correct answer is D. weather.,D,D,The correct answer is D. weather.,D,False
small,R,361,8-43,D,The correct answer is A. happens for some species.,A,A,The correct answer is A. happens for some species.,A,False
small,R,362,9-57,B,The correct answer is D. open,D,D,The correct answer is D. open,D,False
small,R,363,1411,A,The correct answer is A. frosty environments.,A,A,The correct answer is A. frosty environments.,A,False
small,R,364,9-206,C,The correct answer is A. a plastic zipper.,A,A,The correct answer is A. a plastic zipper.,A,False
small,R,365,7-740,D,The correct answer is A. it eats all plants.,A,A,The correct answer is A. it eats all plants.,A,False
small,R,366,1774,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,367,7-93,C,The correct answer is A. white blood cells.,A,A,The correct answer is A. white blood cells.,A,False
small,R,368,8-97,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,369,9-813,B,The correct answer is A. all of these,A,A,The correct answer is A. all of these,A,False
small,R,370,9-686,B,The correct answer is B. egg depositing.,B,B,The correct answer is B. egg depositing.,B,False
small,R,371,9-799,C,The correct answer is A. wind,A,A,The correct answer is A. wind,A,False
small,R,372,1179,B,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,373,1954,A,The correct answer is A. attractive to various objects that contain iron.,A,A,The correct answer is A. attractive to various objects that contain iron.,A,False
small,R,374,8-403,C,The correct answer is C. all of these.,C,C,The correct answer is C. all of these.,C,False
small,R,375,9-576,A,The correct answer is A. minerals,A,A,The correct answer is A. minerals,A,False
small,R,376,9-866,B,The correct answer is A. shrinks down to nothing.,A,A,The correct answer is A. shrinks down to nothing.,A,False
small,R,377,7-208,C,The correct answer is A. ponds may dry out.,A,A,The correct answer is A. ponds may dry out.,A,False
small,R,378,9-771,D,The correct answer is A. Gold,A,A,The correct answer is A. Gold,A,False
small,R,379,998,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,380,433,B,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,381,9-508,A,The correct answer is A. clumps of flaming gas.,A,A,The correct answer is A. clumps of flaming gas.,A,False
small,R,382,7-561,D,The correct answer is C. water.,C,C,The correct answer is C. water.,C,False
small,R,383,7-976,A,The correct answer is A. shove each other away.,A,A,The correct answer is A. shove each other away.,A,False
small,R,384,1635,C,The correct answer is A. birds,A,A,The correct answer is A. birds,A,False
small,R,385,7-875,A,The correct answer is A. sweltering.,A,A,The correct answer is A. sweltering.,A,False
small,R,386,7-1053,B,The correct answer is A. they get low sunlight.,A,A,The correct answer is A. they get low sunlight.,A,False
small,R,387,9-957,D,The correct answer is D. The Gobi Desert.,D,D,The correct answer is D. The Gobi Desert.,D,False
small,R,388,1150,C,The correct answer is A. large,A,A,The correct answer is A. large,A,False
small,R,389,8-240,A,The correct answer is A. energy,A,A,The correct answer is A. energy,A,False
small,R,390,9-554,C,The correct answer is A. they are much bigger than the cub.,A,A,The correct answer is A. they are much bigger than the cub.,A,False
small,R,391,9-135,B,The correct answer is C. a dry paved road.,C,C,The correct answer is C. a dry paved road.,C,False
small,R,392,7-1096,B,The correct answer is D. bat.,D,D,The correct answer is D. bat.,D,False
small,R,393,841,C,The correct answer is A. helium,A,A,The correct answer is A. helium,A,False
small,R,394,7-146,A,The correct answer is A. is removed.,A,A,The correct answer is A. is removed.,A,False
small,R,395,1554,D,The correct answer is D. aid in feeding what grows from them.,D,D,The correct answer is D. aid in feeding what grows from them.,D,False
small,R,396,9-731,A,The correct answer is A. consumption,A,A,The correct answer is A. consumption,A,False
small,R,397,1780,A,The correct answer is A. Bees,A,A,The correct answer is A. Bees,A,False
small,R,398,7-1077,D,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
small,R,399,8-494,C,The correct answer is A. none of these.,A,A,The correct answer is A. none of these.,A,False
small,R,400,936,A,The correct answer is A. bush,A,A,The correct answer is A. bush,A,False
small,R,401,8-478,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,402,9-669,C,The correct answer is A. maybe.,A,A,The correct answer is A. maybe.,A,False
small,R,403,7-732,A,The correct answer is A. produce energy.,A,A,The correct answer is A. produce energy.,A,False
small,R,404,7-658,D,The correct answer is A. wasp,A,A,The correct answer is A. wasp,A,False
small,R,405,1003,B,The correct answer is A. fossil fuel,A,A,The correct answer is A. fossil fuel,A,False
small,R,406,8-62,A,The correct answer is D. would be endangered.,D,D,The correct answer is D. would be endangered.,D,False
small,R,407,7-386,B,The correct answer is A. light,A,A,The correct answer is A. light,A,False
small,R,408,257,D,The correct answer is D. ice,D,D,The correct answer is D. ice,D,False
small,R,409,147,D,The correct answer is A. distance,A,A,The correct answer is A. distance,A,False
small,R,410,7-599,D,The correct answer is A. wood,A,A,The correct answer is A. wood,A,False
small,R,411,8-92,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,R,412,354,A,The correct answer is A. poodle,A,A,The correct answer is A. poodle,A,False
